Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
38424264,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
38424266,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
38424268,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
38424269,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
38425324,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
38429424,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
38429425,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38431666,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38431667,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
38433190,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
38433192,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
38433193,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
38433194,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
38434390,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
38434391,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
38434392,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
38434393,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
38436149,00000000,false,Rx,1,2,00,00,00,00,00,00,00,00,
38437347,00000500,false,Rx,1,8,00,00,00,00,00,00,00,00,
38438431,00000502,false,Rx,1,5,00,00,00,00,00,00,00,00,
38438433,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
38439929,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38443074,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
38443076,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
38443077,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
38444212,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
38444213,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
38444214,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
38444215,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
38444216,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
38449119,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
38450237,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38450239,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38452111,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
38452123,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
38453765,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
38453768,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
38453769,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
38453770,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
38453770,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
38454876,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
38454877,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
38459929,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
38459932,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38461095,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38462220,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
38462221,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
38463645,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
38463647,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
38463648,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
38463649,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
38463651,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
38464773,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
38464775,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
38471366,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38472364,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
38473523,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
38473525,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
38473527,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
38473528,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
38474536,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
38474538,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
38474539,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
38474540,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
38479538,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
38480603,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38481596,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38481598,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
38483602,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
38483605,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
38483606,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
38483607,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
38484651,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
38484653,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
38484654,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
38485699,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
38489754,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
38490826,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38490828,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38493150,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
38493151,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
38493153,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
38493154,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
38493155,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
38494375,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
38494376,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
38494378,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
38495544,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
38500882,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38500883,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38503526,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
38503528,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
38503529,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
38503530,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
38503531,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
38504766,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
38504769,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
38504770,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
38509664,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
38509666,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38511686,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38512739,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
38512741,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
38513815,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
38513816,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
38513817,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
38513818,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
38513825,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
38514902,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
38514904,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
38519869,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
38519871,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38521652,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38522871,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
38522873,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
38522874,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
38524032,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
38524033,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
38524034,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
38524035,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
38524043,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
38525880,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
38529470,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
38532929,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
38532931,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
38533872,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
38533873,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
38533875,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
38533876,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
38533878,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
38533879,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
38535687,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
38535688,00000000,false,Rx,1,2,00,00,00,00,00,00,00,00,
38537673,00000500,false,Rx,1,8,00,00,00,00,00,00,00,00,
38537674,00000502,false,Rx,1,5,00,00,00,00,00,00,00,00,
38539834,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
38539836,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38542157,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38542159,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
38543273,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
38543275,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
38543276,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
38544278,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
38544280,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
38544281,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
38544282,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
38545259,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
38552156,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
38552158,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
38553681,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
38553682,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
38553683,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
38553684,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
38553685,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
38554883,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
38554885,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
38559696,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
38559698,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38561183,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38562818,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
38562819,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
38563911,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
38563912,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
38563913,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
38563914,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
38563915,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
38563916,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
38565918,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
38570086,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38570089,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38572546,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
38573812,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
38573814,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
38573816,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
38573817,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
38573818,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
38574894,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
38574895,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
38579659,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
38579661,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38581554,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38581556,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
38583557,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
38583559,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
38583560,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
38583560,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
38584694,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
38584696,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
38584697,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
38585578,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
38589124,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
38589134,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38592092,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38592093,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
38593766,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
38593768,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
38593769,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
38593769,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
38593770,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
38594821,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
38594823,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
38594824,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
38599485,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
38599487,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38601635,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38603709,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
38603710,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
38603711,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
38603712,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
38603713,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
38604911,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
38609165,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
38610136,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38611992,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
38611995,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
38613709,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
38613710,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
38613711,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
38613712,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
38613713,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
38614828,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
38614831,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
38619163,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
38620612,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38620613,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38622376,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
38622377,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
38623748,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
38623750,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
38623751,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
38623752,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
38623753,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
38624840,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
38624842,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
38630198,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
38630200,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38630202,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38631936,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
38633338,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
38633340,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
38633341,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
38633342,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
38634441,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
38634443,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
38634444,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
38634446,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
38636221,00000000,false,Rx,1,2,00,00,00,00,00,00,00,00,
38637404,00000500,false,Rx,1,8,00,00,00,00,00,00,00,00,
38638448,00000502,false,Rx,1,5,00,00,00,00,00,00,00,00,
38640512,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38641510,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38642531,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
38642533,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
38643817,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
38643818,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
38643819,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
38643820,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
38643822,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
38644879,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
38644892,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
38649610,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
38651087,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38651088,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38652855,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
38652866,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
38652868,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
38653938,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
38653940,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
38653941,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
38653942,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
38653943,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
38655926,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
38662273,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38663742,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
38663744,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
38663745,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
38663747,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
38663748,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
38663749,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
38664898,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
38666259,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
38669185,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
38670192,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38672233,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
38673682,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
38673695,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
38673697,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
38673698,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
38673700,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
38674771,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
38679222,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
38679225,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38681159,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38681161,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
38682993,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
38682994,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
38682995,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
38684191,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
38684192,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
38684193,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
38684194,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
38684195,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
38689221,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
38689223,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38691312,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38691314,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
38693807,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
38693809,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
38693810,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
38693811,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
38693813,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
38693814,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
38694875,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
38694877,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
38699520,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
38700567,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38701568,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38701570,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
38703397,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
38703399,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
38703400,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
38703401,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
38704472,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
38704474,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
38704475,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
38705579,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
38709619,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
38710665,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38710666,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38712134,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
38713212,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
38713214,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
38713215,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
38714238,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
38714239,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
38714240,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
38714241,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
38715310,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
38719327,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
38721254,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38722389,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
38722391,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
38723732,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
38723734,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
38723735,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
38723736,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
38723737,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
38724887,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
38725879,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
38729130,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
38730650,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38730653,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38732870,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
38732872,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
38732873,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
38733939,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
38733940,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
38733941,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
38733942,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
38736325,00000000,false,Rx,1,2,00,00,00,00,00,00,00,00,
38736327,00000500,false,Rx,1,8,00,00,00,00,00,00,00,00,
38738070,00000502,false,Rx,1,5,00,00,00,00,00,00,00,00,
38738072,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
38741318,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38743882,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
38743884,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
38743885,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
38743886,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
38744665,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
38744667,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
38744668,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
38745755,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
38749915,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
38749916,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38751741,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38752769,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
38752771,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
38753906,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
38753908,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
38753909,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
38753910,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
38753911,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
38755259,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
38755260,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
38759595,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
38760856,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38762468,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
38762469,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
38762471,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
38763723,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
38763725,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
38763726,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
